Date,Close/Last,Volume,Open,High,Low,Day
1/19/2022,145.11,4823829,147.76,149.10,145.02,482
1/20/2022,142.73,5366458,145.46,147.38,142.50,483
1/21/2022,142.95,7553373,144.32,146.36,142.85,484
1/24/2022,146.00,9757308,140.81,146.31,139.56,485
1/25/2022,145.48,8195354,144.97,147.96,142.52,486
1/26/2022,143.99,7444563,147.78,148.97,142.73,487
1/27/2022,144.64,6397336,144.99,147.35,143.58,488
1/28/2022,145.91,6130224,144.12,146.03,140.61,489
1/31/2022,148.07,6932237,146.27,148.18,145.22,490
2/1/2022,148.22,6694995,149.50,149.68,146.80,491
2/2/2022,148.71,5491706,148.35,149.46,147.53,492
2/3/2022,145.31,5240222,147.40,148.46,144.97,493
2/4/2022,145.39,4313382,145.37,146.48,143.64,494
2/7/2022,145.14,3877540,145.30,146.12,144.22,495
2/8/2022,143.53,5829362,144.74,145.50,142.30,496
2/9/2022,146.26,4551008,146.11,147.36,145.67,497
2/10/2022,144.82,5142578,143.96,147.54,143.85,498
2/11/2022,140.18,6710525,144.76,145.06,139.56,499
2/14/2022,141.59,6841153,140.08,143.21,139.79,500
2/15/2022,145.58,7820539,144.22,146.32,144.10,501
2/16/2022,146.49,4817452,145.02,146.95,144.61,502
2/17/2022,142.80,5202282,145.54,146.91,142.64,503
2/18/2022,142.95,5177403,143.37,143.94,141.81,504
2/22/2022,138.19,9604537,141.59,141.64,136.16,505
2/23/2022,136.83,7636623,139.66,140.97,136.51,506
2/24/2022,137.17,8417400,133.00,137.42,130.93,507
2/25/2022,138.80,5424604,138.13,139.22,136.19,508
2/28/2022,136.55,6613321,137.06,138.38,135.04,509
3/1/2022,132.22,6534047,136.72,136.75,131.15,510
3/2/2022,135.68,7743861,132.98,136.61,132.77,511
3/3/2022,133.97,4576504,136.74,136.80,133.45,512
3/4/2022,131.18,7085912,132.51,133.62,130.70,513
3/7/2022,124.44,11383410,131.00,131.03,124.17,514
3/8/2022,121.21,9089353,125.24,125.47,120.80,515
3/9/2022,126.95,8845072,127.38,129.65,126.63,516
3/10/2022,126.03,7167615,124.02,126.60,124.00,517
3/11/2022,122.63,5882024,127.01,127.87,122.51,518
3/14/2022,117.57,13884870,121.53,122.45,116.75,519
3/15/2022,119.40,10431260,119.84,120.42,117.75,520
3/16/2022,125.19,11100450,122.85,126.11,121.93,521
3/17/2022,127.41,6845323,124.94,127.41,123.70,522
3/18/2022,131.24,10350900,126.85,131.46,126.70,523
3/21/2022,130.19,14388530,129.72,132.31,128.62,524
3/22/2022,133.09,19731210,137.28,139.00,132.99,525
3/23/2022,133.00,8068788,132.64,135.40,131.20,526
3/24/2022,132.08,5853825,133.75,134.19,131.20,527
3/25/2022,133.70,6287777,133.05,133.87,131.71,528
3/28/2022,134.81,5804051,133.76,134.86,132.17,529
3/29/2022,139.14,7275870,137.85,139.75,136.95,530
3/30/2022,138.54,5545784,138.98,139.86,137.56,531
3/31/2022,134.56,7206478,137.83,138.71,134.50,532
4/1/2022,133.52,5807683,134.45,135.28,132.75,533
4/4/2022,134.34,5309240,133.05,135.21,132.86,534
4/5/2022,132.30,5707771,134.04,134.68,132.02,535
4/6/2022,128.36,6961044,130.05,130.30,126.33,536
4/7/2022,129.38,5320528,127.43,129.98,127.09,537
4/8/2022,128.15,4877432,129.44,129.93,127.88,538
4/11/2022,124.98,6365432,125.10,126.87,124.32,539
4/12/2022,125.04,5146790,125.20,128.10,124.34,540
4/13/2022,127.49,5119330,125.04,127.86,125.04,541
4/14/2022,133.46,12811270,129.08,134.38,128.89,542
4/18/2022,131.63,5298195,132.00,133.39,130.31,543
4/19/2022,137.05,7346067,133.09,137.48,132.78,544
4/20/2022,135.87,5309660,137.96,138.65,135.66,545
4/21/2022,135.46,6562404,138.55,139.14,135.08,546
4/22/2022,129.07,7321718,134.33,134.93,128.71,547
4/25/2022,127.94,6512514,127.80,128.94,124.85,548
4/26/2022,120.52,7977916,126.95,127.59,120.48,549
4/27/2022,121.24,6007814,121.09,124.00,121.09,550
4/28/2022,127.05,6553927,123.17,127.97,122.60,551
4/29/2022,124.70,5867901,126.22,128.45,124.25,552
5/2/2022,126.08,5428432,124.43,126.18,122.80,553
5/3/2022,122.86,8201221,125.02,125.76,120.22,554
5/4/2022,126.06,6923964,122.54,126.20,120.08,555
5/5/2022,118.63,8411624,124.11,124.75,116.52,556
5/6/2022,114.49,11237530,113.74,115.90,110.66,557
5/9/2022,111.21,7505970,112.97,114.43,110.59,558
5/10/2022,109.49,7527166,113.03,113.44,108.35,559
5/11/2022,107.92,6611800,110.70,111.15,107.59,560
5/12/2022,107.90,10245380,105.18,109.88,105.00,561
5/13/2022,113.01,9618832,110.26,113.11,108.67,562
5/16/2022,112.60,5722480,112.98,113.44,111.56,563
5/17/2022,115.90,6026117,115.50,117.10,113.07,564
5/18/2022,109.37,8188301,112.50,113.36,108.78,565
5/19/2022,106.44,7701997,108.95,109.11,106.28,566
5/20/2022,108.00,7621926,108.67,109.69,105.07,567
5/23/2022,108.63,7136443,107.47,108.75,105.82,568
5/24/2022,107.29,6023398,107.11,107.99,104.73,569
5/25/2022,108.20,7158807,103.46,108.89,103.46,570
5/26/2022,112.94,6520341,110.00,113.50,110.00,571
5/27/2022,115.99,5043216,114.22,116.01,114.01,572
5/31/2022,118.85,13774630,117.50,119.79,114.45,573
6/1/2022,118.68,5543295,119.83,120.75,117.61,574
6/2/2022,123.41,5838149,119.51,123.58,119.26,575
6/3/2022,120.95,5201515,120.21,122.54,120.00,576
6/6/2022,120.23,3963606,121.50,122.14,119.43,577
6/7/2022,121.67,5373618,118.66,121.97,118.46,578
6/8/2022,122.40,4365780,120.90,123.82,120.45,579
6/9/2022,118.60,3894043,121.35,122.03,118.59,580
6/10/2022,114.73,6293093,117.09,117.09,114.26,581
6/13/2022,110.44,6423104,110.39,112.02,109.24,582
6/14/2022,110.72,4548351,110.37,111.89,110.01,583
6/15/2022,113.44,4828671,112.16,114.72,111.21,584
6/16/2022,107.12,7384840,109.51,109.90,105.72,585
6/17/2022,107.34,10256830,106.15,108.55,105.85,586
6/21/2022,108.68,6211362,108.46,109.82,108.04,587
6/22/2022,104.92,9894584,105.40,106.90,104.61,588
6/23/2022,108.00,8898376,105.01,108.10,104.41,589
6/24/2022,112.91,10463670,109.93,112.94,109.61,590
6/27/2022,110.50,12644670,112.24,113.21,109.84,591
6/28/2022,102.78,31373800,108.20,114.05,102.48,592
6/29/2022,103.25,10326650,102.99,105.61,101.53,593
6/30/2022,102.20,9027352,101.94,103.38,100.78,594
7/1/2022,101.18,7934313,101.64,102.50,99.53,595
7/5/2022,104.32,9951963,100.45,104.38,100.11,596
7/6/2022,104.23,6432881,104.89,105.72,103.45,597
7/7/2022,108.13,7633944,105.65,108.28,105.27,598
7/8/2022,107.93,5938841,106.58,108.61,106.51,599
7/11/2022,105.11,4936666,106.60,107.09,104.87,600
7/12/2022,103.76,6017439,105.01,105.86,103.15,601
7/13/2022,105.11,5299449,101.94,105.88,101.56,602
7/14/2022,103.22,6951305,103.11,103.80,101.85,603
7/15/2022,104.70,7862046,104.76,105.62,103.93,604
7/18/2022,103.94,6834758,106.19,106.68,103.68,605
7/19/2022,109.19,8973853,105.60,109.58,105.43,606
7/20/2022,111.11,5884576,109.22,111.63,108.87,607
7/21/2022,111.62,4291350,110.37,111.67,110.07,608
7/22/2022,109.12,6039269,111.93,111.93,108.75,609
7/25/2022,109.28,5079527,109.61,109.61,107.68,610
7/26/2022,105.20,8459456,107.48,107.93,104.57,611
7/27/2022,107.86,7437032,106.30,108.38,105.75,612
7/28/2022,112.23,6773540,109.43,112.40,108.03,613
7/29/2022,114.92,7559983,112.76,115.21,111.50,614
8/1/2022,114.30,4802882,114.00,115.55,113.25,615
8/2/2022,111.77,6334415,113.57,113.78,111.67,616
8/3/2022,114.28,5986544,113.42,115.10,112.58,617
8/4/2022,114.48,4331973,114.64,115.35,113.83,618
8/5/2022,113.87,4162241,112.79,114.30,112.57,619
8/8/2022,114.00,6072491,114.00,115.58,113.31,620
8/9/2022,110.11,7377572,111.32,111.75,108.82,621
8/10/2022,113.14,6951817,113.24,113.83,111.86,622
8/11/2022,114.10,5582130,114.88,116.75,113.73,623
8/12/2022,116.07,4407890,114.39,116.13,113.77,624
8/15/2022,116.32,4279010,115.45,116.58,114.85,625
8/16/2022,118.06,6189786,115.94,118.47,115.81,626
8/17/2022,117.04,5108387,116.77,117.98,116.41,627
8/18/2022,116.01,4750243,116.00,116.68,115.30,628
8/19/2022,113.16,5967762,115.50,115.65,113.03,629
8/22/2022,110.34,5802914,111.02,111.68,109.84,630
8/23/2022,110.68,4806708,110.84,112.83,110.57,631
8/24/2022,111.41,4769010,110.68,112.43,110.02,632
8/25/2022,113.22,5433682,111.90,113.34,111.39,633
8/26/2022,108.28,6203565,113.31,113.73,108.23,634
8/29/2022,107.88,4132362,106.81,108.54,106.44,635
8/30/2022,107.86,5129451,108.97,110.08,107.13,636
8/31/2022,106.45,8884766,107.96,108.01,105.81,637
9/1/2022,106.49,5590811,105.80,106.55,103.80,638
9/2/2022,105.74,7763844,107.46,108.15,105.05,639
9/6/2022,105.15,9158948,105.44,106.41,103.68,640
9/7/2022,108.48,7238257,105.08,108.56,105.00,641
9/8/2022,108.73,5628273,107.00,108.79,106.08,642
9/9/2022,110.97,5174479,109.38,111.69,109.30,643
9/12/2022,112.38,4836939,111.38,113.36,111.38,644
9/13/2022,105.72,5955562,108.84,108.91,105.44,645
9/14/2022,107.00,4888742,106.13,107.36,105.15,646
9/15/2022,105.50,6598908,106.15,108.14,104.83,647
9/16/2022,104.12,8000816,104.07,105.29,103.25,648
9/19/2022,107.21,5162319,103.69,107.37,103.33,649
9/20/2022,102.42,10006640,103.82,104.44,101.71,650
9/21/2022,99.79,6279318,102.67,103.63,99.77,651
9/22/2022,98.55,9638827,99.79,100.21,97.83,652
9/23/2022,97.02,9026452,96.92,97.54,95.34,653
9/26/2022,96.06,8521632,96.09,97.73,95.71,654
9/27/2022,96.29,9890328,97.07,97.74,95.00,655
9/28/2022,98.70,9423349,97.11,99.43,96.76,656
9/29/2022,95.33,19339220,98.11,98.11,94.48,657
9/30/2022,83.12,48176060,83.30,86.20,82.50,658
10/3/2022,85.40,19108190,83.13,86.47,82.22,659
10/4/2022,88.64,15114770,87.70,89.07,87.11,660
10/5/2022,91.10,12732730,87.49,91.70,87.15,661
10/6/2022,90.17,9951889,90.49,92.64,89.81,662
10/7/2022,87.16,8554657,88.54,88.76,86.69,663
10/10/2022,86.69,7991226,87.76,87.78,85.07,664
10/11/2022,87.99,11903170,86.04,88.25,85.75,665
10/12/2022,88.51,8772899,88.00,88.88,87.31,666
10/13/2022,89.56,9335034,86.39,89.81,86.05,667
10/14/2022,87.55,7813872,90.51,90.88,87.49,668
10/17/2022,89.97,8451887,89.53,90.69,88.70,669
10/18/2022,89.68,7364685,92.60,92.91,89.15,670
10/19/2022,88.57,5101984,88.26,89.74,87.76,671
10/20/2022,86.83,13500010,89.47,90.58,86.61,672
10/21/2022,88.50,7976275,87.02,88.78,86.71,673
10/24/2022,88.01,8847054,87.79,88.84,86.24,674
10/25/2022,91.72,8639899,88.03,91.93,87.89,675
10/26/2022,92.39,8648500,90.78,94.35,90.70,676
10/27/2022,90.54,8617948,92.88,93.48,90.22,677
10/28/2022,93.83,6022379,91.20,93.88,90.46,678
10/31/2022,92.68,6426375,93.00,93.89,92.68,679
11/1/2022,93.77,7250651,95.69,96.46,92.97,680
11/2/2022,90.30,7178282,93.13,94.44,90.19,681
11/3/2022,90.40,6550281,89.97,91.61,88.72,682
11/4/2022,95.79,11511760,94.45,98.23,93.95,683
11/7/2022,93.44,9094460,96.31,96.87,92.67,684
11/8/2022,93.75,7017766,94.44,96.03,92.94,685
11/9/2022,92.10,6550869,92.67,93.90,91.96,686
11/10/2022,99.49,9361010,96.33,99.68,96.23,687
11/11/2022,106.09,12597480,100.31,107.21,100.14,688
11/14/2022,104.39,7134856,105.20,106.44,104.32,689
11/15/2022,106.71,7242932,107.99,109.31,105.53,690
11/16/2022,105.23,5998677,105.25,106.60,104.77,691
11/17/2022,105.36,5259739,104.11,105.40,102.92,692
11/18/2022,105.42,5498949,107.63,107.72,104.17,693
11/21/2022,103.83,4774775,104.61,105.48,103.60,694
11/22/2022,105.97,5313228,104.62,106.16,103.84,695
11/23/2022,106.65,3873501,106.00,106.98,105.23,696
11/25/2022,105.96,3426135,106.45,107.18,105.56,697
11/28/2022,104.96,6967774,105.25,106.30,104.65,698
11/29/2022,106.25,8494366,105.37,106.82,105.12,699
11/30/2022,109.69,16250970,107.08,109.69,105.45,700
12/1/2022,111.11,7822888,110.09,111.86,109.55,701
12/2/2022,112.20,5891969,108.65,112.71,108.34,702
12/5/2022,109.62,6220139,111.02,111.13,109.19,703
12/6/2022,107.93,7086282,109.65,110.53,106.75,704
12/7/2022,108.33,5751515,107.32,109.12,107.06,705
12/8/2022,111.36,6192842,108.60,111.49,108.46,706
12/9/2022,109.42,5677695,110.22,111.38,109.26,707
12/12/2022,112.07,6426036,110.10,112.17,109.71,708
12/13/2022,112.85,8655306,115.61,116.45,111.25,709
12/14/2022,111.45,7528469,113.70,114.12,110.23,710
12/15/2022,108.51,7502121,109.19,109.62,107.73,711
12/16/2022,105.95,14083650,106.87,107.61,105.12,712
12/19/2022,103.05,10620330,104.99,105.51,102.45,713
12/20/2022,103.21,17147930,103.00,103.40,101.68,714
12/21/2022,115.78,32777320,116.76,119.18,115.34,715
12/22/2022,116.71,17150500,114.29,116.82,114.06,716
12/23/2022,116.25,6603749,116.11,117.17,115.78,717
12/27/2022,117.56,6661081,116.47,118.20,115.82,718
12/28/2022,114.98,5437801,117.58,118.24,114.96,719
12/29/2022,117.35,4588588,116.08,118.07,115.80,720
12/30/2022,117.01,4355450,116.56,117.25,115.77,721
1/3/2023,118.75,8124770,118.55,119.49,117.44,722
1/4/2023,121.21,8550659,119.96,122.23,119.53,723
1/5/2023,120.62,6046737,120.28,122.34,120.08,724
1/6/2023,124.53,10080650,122.00,125.36,121.77,725
1/9/2023,124.85,9397868,125.00,126.61,124.55,726
1/10/2023,125.84,5899920,125.21,126.33,124.37,727
1/11/2023,127.94,6989184,126.32,128.26,126.01,728
1/12/2023,127.89,8366442,128.35,128.46,126.46,729
1/13/2023,128.85,4856475,126.66,129.23,126.66,730
1/17/2023,128.14,6172170,128.00,129.05,127.83,731
1/18/2023,126.43,6828808,127.80,128.59,126.00,732
1/19/2023,124.53,5273493,124.79,125.44,123.61,733
1/20/2023,126.62,5673181,124.68,126.64,124.04,734
1/23/2023,128.29,5581559,126.90,128.75,126.54,735
1/24/2023,126.83,5486219,123.58,128.01,112.36,736
1/25/2023,126.82,5933730,125.86,127.01,124.83,737
1/26/2023,127.53,5838801,128.46,128.99,126.01,738
1/27/2023,127.53,5730012,127.07,128.58,126.70,739
1/30/2023,126.37,6494692,126.50,127.56,126.21,740
1/31/2023,127.33,7687083,126.42,127.85,126.01,741
2/1/2023,129.50,6387919,127.90,130.22,126.22,742
2/2/2023,129.06,5214452,130.45,131.31,127.86,743
2/3/2023,127.61,4930209,126.79,129.42,126.44,744
2/6/2023,125.73,4666535,125.52,126.10,124.32,745
2/7/2023,125.33,5288935,123.96,125.93,123.25,746
2/8/2023,122.91,5877807,123.38,124.10,121.80,747
2/9/2023,122.18,5928984,124.71,125.02,121.50,748
2/10/2023,122.23,5195451,121.51,122.64,120.54,749
2/13/2023,125.15,5689778,122.82,125.72,122.46,750
2/14/2023,126.20,4845860,123.95,126.36,123.74,751
2/15/2023,127.48,5689700,124.90,127.50,124.90,752
2/16/2023,124.38,4722184,125.43,127.21,124.11,753
2/17/2023,124.84,5161724,123.71,124.89,123.44,754
2/21/2023,121.10,5110256,123.28,124.00,120.98,755
2/22/2023,119.90,5021991,121.10,121.40,119.64,756
2/23/2023,119.96,4101920,120.76,120.76,118.55,757
2/24/2023,118.04,4693002,117.97,118.74,117.34,758
2/27/2023,118.53,4240017,119.26,119.82,118.32,759
2/28/2023,118.79,8414063,118.74,120.40,117.85,760
3/1/2023,118.58,4120488,117.95,119.79,117.83,761
3/2/2023,119.58,4443207,117.55,119.96,117.55,762
3/3/2023,120.94,3871822,120.13,121.04,119.02,763
3/6/2023,120.17,5183814,121.13,121.99,119.96,764
3/7/2023,119.59,5345746,120.20,121.02,119.23,765
3/8/2023,119.86,4175226,119.27,120.04,118.73,766
3/9/2023,117.87,5635879,120.08,121.86,117.55,767
3/10/2023,117.49,5979635,118.83,118.99,116.64,768
3/13/2023,116.86,6038216,115.82,118.29,115.79,769
3/14/2023,119.00,6050822,119.00,119.49,117.23,770
3/15/2023,118.17,6599249,116.32,118.63,115.81,771
3/16/2023,120.65,5661422,116.86,120.81,116.61,772
3/17/2023,120.39,12868910,121.17,121.73,118.67,773
3/20/2023,121.20,7594101,120.99,122.68,119.81,774
3/21/2023,125.61,15078780,123.50,126.06,122.97,775
3/22/2023,119.50,17625500,123.66,125.26,119.33,776
3/23/2023,120.97,7628073,120.47,123.27,119.47,777
3/24/2023,120.71,6163391,120.23,121.00,119.32,778
3/27/2023,117.81,6564242,121.02,121.07,117.61,779
3/28/2023,117.87,4461446,117.95,118.44,116.85,780
3/29/2023,120.49,5644018,118.64,120.57,118.49,781
3/30/2023,120.10,4578912,121.03,121.44,119.34,782
3/31/2023,122.64,5659422,120.92,122.71,120.60,783
4/3/2023,121.67,4838399,122.50,122.85,120.82,784
4/4/2023,123.69,5895258,121.38,123.95,121.36,785
4/5/2023,120.90,4331407,123.00,123.33,120.56,786
4/6/2023,120.22,4256901,119.51,120.49,117.85,787
4/10/2023,121.91,3731236,119.30,121.91,119.13,788
4/11/2023,123.30,4470956,122.04,124.08,122.04,789
4/12/2023,123.66,4525132,124.76,124.86,123.22,790
4/13/2023,126.43,5355297,124.64,126.67,124.46,791
4/14/2023,125.95,4828882,127.00,127.49,125.49,792
4/17/2023,126.19,3917912,126.03,126.48,125.13,793
4/18/2023,126.21,3857914,127.23,127.28,125.02,794
4/19/2023,125.67,3547598,126.00,126.08,124.92,795
4/20/2023,124.45,3891706,124.80,125.35,123.71,796
4/21/2023,125.53,3651389,124.40,125.68,123.62,797
4/24/2023,127.09,3790923,125.51,127.13,125.15,798
4/25/2023,124.66,4383342,126.53,126.77,124.05,799
4/26/2023,123.84,4003190,124.21,124.98,123.29,800
4/27/2023,125.70,4252135,124.44,126.01,123.14,801
4/28/2023,126.72,4421419,125.15,127.07,124.96,802
5/1/2023,127.92,4112782,126.92,128.68,126.86,803
5/2/2023,127.26,3831644,127.15,127.58,125.17,804
5/3/2023,126.74,4560081,125.49,128.38,123.67,805
5/4/2023,123.67,6177127,124.94,125.19,122.82,806
5/5/2023,126.59,4887759,125.93,127.03,125.22,807
5/8/2023,126.88,3892645,127.26,127.69,125.98,808
5/9/2023,125.10,4082170,125.27,125.66,124.17,809
5/10/2023,123.51,5052636,126.29,126.46,122.17,810
5/11/2023,122.22,5923069,123.45,123.86,121.90,811
5/12/2023,120.21,6574233,120.99,121.20,119.03,812
5/15/2023,119.83,5518188,119.82,119.99,118.01,813
5/16/2023,116.48,8307929,117.50,117.84,116.12,814
5/17/2023,116.98,7765386,116.38,117.13,115.25,815
5/18/2023,118.87,5970500,117.43,119.15,116.85,816
5/19/2023,114.76,11674270,114.56,115.49,113.10,817
5/22/2023,110.18,12710290,112.85,112.85,110.02,818
5/23/2023,108.78,11790410,109.77,111.06,108.19,819
5/24/2023,108.29,8503192,109.00,109.10,107.20,820
5/25/2023,107.48,6729847,108.35,108.97,107.42,821
5/26/2023,107.51,7911202,107.00,108.45,107.00,822
5/30/2023,106.52,9335188,108.40,108.88,106.27,823
5/31/2023,105.26,21465160,105.70,106.17,104.83,824
6/1/2023,103.63,12025210,104.18,104.60,102.90,825
6/2/2023,107.78,11838230,107.63,108.42,106.13,826
6/5/2023,105.20,7434017,107.88,107.56,105.18,827
6/6/2023,106.19,7896257,105.49,106.75,105.20,828
6/7/2023,107.09,11123900,106.04,108.24,105.42,829
6/8/2023,106.20,9139448,107.16,107.52,105.67,830
6/9/2023,105.86,5796002,105.91,106.28,105.35,831
6/12/2023,106.83,7965771,106.29,106.85,104.60,832
6/13/2023,106.78,8460508,107.14,107.48,106.29,833
6/14/2023,112.86,17415460,107.48,113.40,107.48,834
6/15/2023,112.41,10374200,111.83,112.82,110.16,835
6/16/2023,113.59,14445510,114.00,114.76,113.06,836
6/20/2023,109.54,10606880,111.41,112.82,108.96,837
6/21/2023,109.98,8377812,109.13,110.36,108.71,838
6/22/2023,110.46,6003494,110.82,111.25,109.78,839
6/23/2023,109.52,14329240,107.75,110.29,107.30,840
6/26/2023,111.74,6887058,109.67,112.21,109.67,841
6/27/2023,113.61,7138587,112.53,114.18,112.43,842
6/28/2023,113.03,6765974,113.34,113.75,112.12,843
6/29/2023,113.37,12465530,113.60,114.27,112.61,844
6/30/2023,110.37,19629590,111.59,112.25,109.80,845
7/3/2023,109.11,5734199,111.06,111.30,109.11,846
7/5/2023,107.10,10410550,108.62,108.91,106.54,847
7/6/2023,105.10,9929226,105.29,106.09,103.67,848
7/7/2023,104.46,7463086,104.80,105.47,104.03,849
7/10/2023,105.78,5374580,104.48,106.31,104.25,850
7/11/2023,107.39,5457205,105.65,107.62,105.62,851
7/12/2023,107.76,8305044,108.53,109.09,107.22,852
7/13/2023,107.84,6692257,109.07,109.13,107.68,853
7/14/2023,107.95,6933557,107.94,108.64,107.19,854
7/17/2023,108.71,6683385,107.26,109.10,106.76,855
7/18/2023,109.72,5717868,108.58,110.34,108.31,856
7/19/2023,109.88,5027105,109.08,110.25,108.58,857
7/20/2023,107.53,6458000,109.57,110.02,107.48,858
7/21/2023,109.06,6631599,108.00,109.29,107.51,859
7/24/2023,108.77,6787619,110.41,110.55,108.51,860
7/25/2023,108.30,7692755,108.28,108.85,107.39,861
7/26/2023,109.30,5148906,108.30,109.59,107.95,862
7/27/2023,107.67,6544605,109.83,110.23,107.40,863
7/28/2023,108.62,5993039,108.11,108.96,107.63,864
7/31/2023,110.39,6406734,109.41,110.85,109.05,865
8/1/2023,109.40,4567383,110.00,110.53,109.14,866
8/2/2023,107.51,6213581,108.28,108.52,107.45,867
8/3/2023,108.64,5085760,107.00,109.09,106.65,868
8/4/2023,108.81,5621400,108.71,110.31,108.24,869
8/7/2023,110.48,4887311,109.87,110.94,109.18,870
8/8/2023,109.69,5851909,109.63,109.89,107.35,871
8/9/2023,109.69,4328573,109.79,110.02,108.30,872
8/10/2023,109.03,7276458,110.31,111.95,108.52,873
8/11/2023,108.09,5104405,108.90,109.53,107.86,874
8/14/2023,107.64,5305181,107.92,108.30,107.07,875
8/15/2023,106.55,6197554,106.07,106.82,105.60,876
8/16/2023,106.53,5953064,106.07,108.38,106.07,877
8/17/2023,105.05,5692762,107.43,107.83,104.78,878
8/18/2023,104.81,5836067,103.83,105.05,103.76,879
8/21/2023,102.86,6697559,105.47,105.48,102.63,880
8/22/2023,101.46,9820097,100.96,102.37,100.73,881
8/23/2023,98.75,20909070,96.98,99.19,96.55,882
8/24/2023,97.63,10310040,98.70,99.19,97.56,883
8/25/2023,98.84,7290611,98.50,99.09,97.81,884
8/28/2023,99.63,6006590,99.59,100.06,98.87,885
8/29/2023,101.77,8641614,100.03,102.16,99.72,886
8/30/2023,102.10,4822098,101.64,102.81,101.51,887
8/31/2023,101.71,7046219,102.62,102.89,101.61,888
9/1/2023,102.36,6359599,101.97,102.96,101.52,889
9/5/2023,100.32,6698665,101.50,101.96,100.23,890
9/6/2023,100.18,6096014,99.76,100.31,99.03,891
9/7/2023,97.93,9927060,98.26,98.76,97.64,892
9/8/2023,97.67,6435533,98.10,98.13,97.28,893
9/11/2023,96.79,7584681,98.33,98.38,96.58,894
9/12/2023,96.30,6307698,96.99,97.17,96.18,895
9/13/2023,96.13,7140729,96.30,97.20,95.66,896
9/14/2023,97.19,7075271,96.72,97.68,95.90,897
9/15/2023,96.26,10467340,98.15,98.15,96.13,898
9/18/2023,95.51,6946299,96.00,96.37,95.28,899
9/19/2023,94.62,9390096,95.04,95.49,94.41,900
9/20/2023,94.04,10274670,93.97,95.40,93.83,901
9/21/2023,91.59,7960552,93.42,93.49,91.48,902
9/22/2023,90.85,9292847,91.58,92.33,90.55,903
9/25/2023,90.60,8291657,90.00,90.85,89.79,904
9/26/2023,90.17,8060479,90.00,90.70,89.78,905
9/27/2023,89.42,7631009,90.56,90.70,89.21,906
9/28/2023,89.63,16315560,89.10,89.78,88.66,907
9/29/2023,95.62,34935390,99.37,99.47,94.62,908
10/2/2023,94.56,12776340,96.20,96.38,93.73,909
10/3/2023,95.09,10964320,94.32,96.05,94.18,910
10/4/2023,95.89,8045393,95.58,96.26,95.12,911
10/5/2023,95.79,7429982,95.79,96.23,95.28,912
10/6/2023,97.11,8532939,95.79,97.71,95.06,913
10/9/2023,96.88,5964219,96.78,97.14,95.92,914
10/10/2023,97.62,8499017,97.25,98.86,97.23,915
10/11/2023,98.65,7642891,98.31,98.95,98.01,916
10/12/2023,99.25,10705170,99.54,100.05,98.52,917
10/13/2023,99.91,8784716,99.59,100.85,99.45,918
10/16/2023,102.04,10845420,99.72,102.58,99.60,919
10/17/2023,103.01,9253760,101.97,103.59,101.97,920
10/18/2023,103.77,8757335,102.97,103.90,102.93,921
10/19/2023,103.05,8391080,103.77,104.35,102.85,922
10/20/2023,102.67,7823499,103.32,103.77,102.57,923
10/23/2023,102.81,5966147,102.13,103.76,101.77,924
10/24/2023,105.18,9252448,103.66,105.65,103.66,925
10/25/2023,103.54,7054680,104.46,105.04,103.49,926
10/26/2023,100.02,11222560,102.18,102.63,99.95,927
10/27/2023,97.98,9602699,99.78,100.34,97.81,928
10/30/2023,101.80,8206720,99.00,102.05,99.00,929
10/31/2023,102.77,6558458,101.40,102.93,101.40,930
11/1/2023,100.88,7272370,102.55,102.67,99.97,931
11/2/2023,105.08,8135111,102.05,105.55,101.89,932
11/3/2023,107.06,7567959,106.43,107.65,106.05,933
11/6/2023,107.25,5231865,106.96,107.60,106.37,934
11/7/2023,109.36,7745848,107.32,109.36,107.23,935
11/8/2023,109.39,8639736,109.37,110.70,108.90,936
11/9/2023,107.00,9154218,109.82,109.90,106.92,937
11/10/2023,106.11,8897927,107.34,107.83,105.61,938
11/13/2023,104.20,7055631,105.37,105.72,104.18,939
11/14/2023,105.75,9674819,105.56,107.10,105.38,940
11/15/2023,107.82,11140830,106.82,109.06,106.72,941
11/16/2023,107.61,5386979,107.10,108.00,107.00,942
11/17/2023,105.96,6353975,108.06,108.21,105.52,943
11/20/2023,106.32,6198621,106.00,106.55,105.10,944
11/21/2023,106.55,5803549,106.17,106.70,105.35,945
11/22/2023,107.92,6280910,107.50,108.03,106.82,946
11/24/2023,107.64,2443610,107.50,108.00,107.40,947
11/27/2023,107.96,5785038,107.66,108.22,106.90,948
11/28/2023,108.75,7287568,108.57,109.90,108.15,949
11/29/2023,110.37,9601810,110.80,112.15,110.15,950
11/30/2023,110.27,8690871,110.53,110.60,108.96,951
12/1/2023,113.48,8051815,110.33,113.55,109.75,952
12/4/2023,115.15,10086580,113.08,115.32,113.00,953
12/5/2023,115.41,6959966,114.66,116.04,114.60,954
12/6/2023,116.11,6316960,116.00,117.14,115.57,955
12/7/2023,114.81,7294460,114.12,116.00,114.12,956
12/8/2023,115.91,6122150,114.50,116.29,114.47,957
12/11/2023,118.61,7972751,117.79,119.42,117.43,958
12/12/2023,119.64,7378379,119.68,119.99,118.58,959
12/13/2023,121.17,8182887,119.35,121.44,119.20,960
12/14/2023,121.02,9590510,121.44,122.59,119.82,961
12/15/2023,121.55,13633280,120.93,122.06,120.60,962
